image_id,label
color\yellow\sub_image_2_80_0_2.jpg,0
color\yellow\sub_image_2_81_0_0.jpg,0
color\yellow\sub_image_2_81_2_0.jpg,0
color\yellow\sub_image_2_82_2_1.jpg,0
color\yellow\sub_image_2_83_0_1.jpg,0
color\yellow\sub_image_2_83_1_2.jpg,0
color\yellow\sub_image_2_84_0_2.jpg,0
color\yellow\sub_image_2_84_1_1.jpg,0
color\yellow\sub_image_2_85_0_2.jpg,0
color\yellow\sub_image_2_85_2_2.jpg,0
color\yellow\sub_image_2_86_2_0.jpg,0
color\yellow\sub_image_2_87_2_1.jpg,0
color\yellow\sub_image_2_88_0_0.jpg,0
color\yellow\sub_image_2_88_1_1.jpg,0
color\yellow\sub_image_2_89_0_1.jpg,0
color\yellow\sub_image_2_91_0_0.jpg,0
color\yellow\sub_image_2_92_2_0.jpg,0
color\yellow\sub_image_2_92_2_2.jpg,0
color\yellow\sub_image_2_93_1_2.jpg,0
color\yellow\sub_image_2_94_0_1.jpg,0
color\yellow\sub_image_2_94_1_0.jpg,0
color\yellow\sub_image_2_95_0_1.jpg,0
color\yellow\sub_image_2_96_1_0.jpg,0
color\yellow\sub_image_2_98_0_1.jpg,0
color\yellow\sub_image_2_98_1_0.jpg,0
color\yellow\sub_image_2_98_1_2.jpg,0
color\yellow\sub_image_2_98_2_0.jpg,0
color\yellow\sub_image_2_98_2_2.jpg,0
color\yellow\sub_image_2_99_1_1.jpg,0
color\yellow\sub_image_3_100_0_1.jpg,0
color\yellow\sub_image_3_100_0_2.jpg,0
color\yellow\sub_image_3_100_2_0.jpg,0
color\yellow\sub_image_3_10_0_1.jpg,0
color\yellow\sub_image_3_11_0_1.jpg,0
color\yellow\sub_image_3_12_0_1.jpg,0
color\yellow\sub_image_3_14_0_1.jpg,0
color\yellow\sub_image_3_15_0_1.jpg,0
color\yellow\sub_image_3_16_2_2.jpg,0
color\yellow\sub_image_3_17_2_2.jpg,0
color\yellow\sub_image_3_18_2_2.jpg,0
color\yellow\sub_image_3_1_0_1.jpg,0
color\yellow\sub_image_3_21_1_1.jpg,0
color\yellow\sub_image_3_22_1_1.jpg,0
color\yellow\sub_image_3_23_1_1.jpg,0
color\yellow\sub_image_3_25_0_2.jpg,0
color\yellow\sub_image_3_26_0_2.jpg,0
color\yellow\sub_image_3_27_0_2.jpg,0
color\yellow\sub_image_3_28_1_0.jpg,0
color\yellow\sub_image_3_29_1_0.jpg,0
color\yellow\sub_image_3_2_1_1.jpg,0
color\yellow\sub_image_3_30_1_0.jpg,0
color\yellow\sub_image_3_32_0_1.jpg,0
color\yellow\sub_image_3_32_1_2.jpg,0
color\yellow\sub_image_3_33_0_1.jpg,0
color\yellow\sub_image_3_33_1_2.jpg,0
color\yellow\sub_image_3_37_0_0.jpg,0
color\yellow\sub_image_3_37_1_0.jpg,0
color\yellow\sub_image_3_37_2_2.jpg,0
color\yellow\sub_image_3_38_0_0.jpg,0
color\yellow\sub_image_3_38_1_0.jpg,0
color\yellow\sub_image_3_38_2_2.jpg,0
color\yellow\sub_image_3_39_1_1.jpg,0
color\yellow\sub_image_3_39_2_2.jpg,0
color\yellow\sub_image_3_40_1_1.jpg,0
color\yellow\sub_image_3_40_2_2.jpg,0
color\yellow\sub_image_3_41_0_1.jpg,0
color\yellow\sub_image_3_41_1_2.jpg,0
color\yellow\sub_image_3_42_0_1.jpg,0
color\yellow\sub_image_3_42_1_2.jpg,0
color\yellow\sub_image_3_43_0_0.jpg,0
color\yellow\sub_image_3_43_1_0.jpg,0
color\yellow\sub_image_3_43_2_2.jpg,0
color\yellow\sub_image_3_44_0_0.jpg,0
color\yellow\sub_image_3_44_1_0.jpg,0
color\yellow\sub_image_3_44_2_2.jpg,0
color\yellow\sub_image_3_45_1_1.jpg,0
color\yellow\sub_image_3_45_2_2.jpg,0
color\yellow\sub_image_3_47_1_1.jpg,0
color\yellow\sub_image_3_47_2_2.jpg,0
color\yellow\sub_image_3_48_0_1.jpg,0
color\yellow\sub_image_3_48_1_2.jpg,0
color\yellow\sub_image_3_49_0_1.jpg,0
color\yellow\sub_image_3_49_1_2.jpg,0
color\yellow\sub_image_3_4_1_1.jpg,0
color\yellow\sub_image_3_50_0_0.jpg,0
color\yellow\sub_image_3_50_1_2.jpg,0
color\yellow\sub_image_3_50_2_2.jpg,0
color\yellow\sub_image_3_51_0_0.jpg,0
color\yellow\sub_image_3_51_1_2.jpg,0
color\yellow\sub_image_3_51_2_2.jpg,0
color\yellow\sub_image_3_52_0_0.jpg,0
color\yellow\sub_image_3_52_1_2.jpg,0
color\yellow\sub_image_3_52_2_2.jpg,0
color\yellow\sub_image_3_55_1_1.jpg,0
color\yellow\sub_image_3_55_2_2.jpg,0
color\yellow\sub_image_3_56_1_2.jpg,0
color\yellow\sub_image_3_56_2_1.jpg,0
color\yellow\sub_image_3_58_1_2.jpg,0
color\yellow\sub_image_3_58_2_1.jpg,0
color\yellow\sub_image_3_59_1_2.jpg,0
color\yellow\sub_image_3_59_2_1.jpg,0
color\yellow\sub_image_3_5_2_2.jpg,0
color\yellow\sub_image_3_60_1_2.jpg,0
color\yellow\sub_image_3_60_2_1.jpg,0
color\yellow\sub_image_3_61_1_2.jpg,0
color\yellow\sub_image_3_61_2_1.jpg,0
color\yellow\sub_image_3_64_0_2.jpg,0
color\yellow\sub_image_3_64_2_0.jpg,0
color\yellow\sub_image_3_64_2_1.jpg,0
color\yellow\sub_image_3_65_0_2.jpg,0
color\yellow\sub_image_3_65_2_0.jpg,0
color\yellow\sub_image_3_65_2_1.jpg,0
color\yellow\sub_image_3_66_1_2.jpg,0
color\yellow\sub_image_3_66_2_2.jpg,0
color\yellow\sub_image_3_67_1_2.jpg,0
color\yellow\sub_image_3_67_2_2.jpg,0
color\yellow\sub_image_3_68_1_1.jpg,0
color\yellow\sub_image_3_69_1_2.jpg,0
color\yellow\sub_image_3_69_2_1.jpg,0
color\yellow\sub_image_3_6_2_2.jpg,0
color\yellow\sub_image_3_70_1_2.jpg,0
color\yellow\sub_image_3_70_2_1.jpg,0
color\yellow\sub_image_3_72_0_2.jpg,0
color\yellow\sub_image_3_72_2_0.jpg,0
color\yellow\sub_image_3_72_2_1.jpg,0
color\yellow\sub_image_3_73_1_2.jpg,0
color\yellow\sub_image_3_73_2_2.jpg,0
color\yellow\sub_image_3_74_1_2.jpg,0
color\yellow\sub_image_3_74_2_1.jpg,0
color\yellow\sub_image_3_76_0_2.jpg,0
color\yellow\sub_image_3_76_2_0.jpg,0
color\yellow\sub_image_3_76_2_1.jpg,0
color\yellow\sub_image_3_78_0_1.jpg,0
color\yellow\sub_image_3_78_1_0.jpg,0
color\yellow\sub_image_3_79_1_1.jpg,0
color\yellow\sub_image_3_7_2_2.jpg,0
color\yellow\sub_image_3_80_0_1.jpg,0
color\yellow\sub_image_3_80_1_0.jpg,0
color\yellow\sub_image_3_81_0_2.jpg,0
color\yellow\sub_image_3_81_1_1.jpg,0
color\yellow\sub_image_3_82_0_2.jpg,0
color\yellow\sub_image_3_82_1_1.jpg,0
color\yellow\sub_image_3_83_0_2.jpg,0
color\yellow\sub_image_3_83_2_0.jpg,0
color\yellow\sub_image_3_83_2_1.jpg,0
color\yellow\sub_image_3_85_0_1.jpg,0
color\yellow\sub_image_3_85_1_0.jpg,0
color\yellow\sub_image_3_86_0_1.jpg,0
color\yellow\sub_image_3_86_1_0.jpg,0
color\yellow\sub_image_3_87_0_2.jpg,0
color\yellow\sub_image_3_87_1_1.jpg,0
color\yellow\sub_image_3_88_0_1.jpg,0
color\yellow\sub_image_3_88_0_2.jpg,0
color\yellow\sub_image_3_8_2_2.jpg,0
color\yellow\sub_image_3_90_1_1.jpg,0
color\yellow\sub_image_3_95_0_0.jpg,0
color\yellow\sub_image_3_95_1_0.jpg,0
color\yellow\sub_image_3_96_0_0.jpg,0
color\yellow\sub_image_3_96_1_0.jpg,0
color\yellow\sub_image_3_97_0_0.jpg,0
color\yellow\sub_image_3_97_1_0.jpg,0
color\yellow\sub_image_3_98_0_1.jpg,0
color\yellow\sub_image_3_98_0_2.jpg,0
color\yellow\sub_image_3_98_2_0.jpg,0
color\yellow\sub_image_3_99_0_1.jpg,0
color\yellow\sub_image_3_99_0_2.jpg,0
color\yellow\sub_image_3_99_2_0.jpg,0
color\yellow\sub_image_3_9_2_2.jpg,0
color\yellow\yellow_0.jpg,0
color\yellow\yellow_1.jpg,0
color\yellow\yellow_10.jpg,0
color\yellow\yellow_100.jpg,0
color\yellow\yellow_101.jpg,0
color\yellow\yellow_102.jpg,0
color\yellow\yellow_103.jpg,0
color\yellow\yellow_104.jpg,0
color\yellow\yellow_105.jpg,0
color\yellow\yellow_106.jpg,0
color\yellow\yellow_107.jpg,0
color\yellow\yellow_108.jpg,0
color\yellow\yellow_109.jpg,0
color\yellow\yellow_11.jpg,0
color\yellow\yellow_110.jpg,0
color\yellow\yellow_111.jpg,0
color\yellow\yellow_112.jpg,0
color\yellow\yellow_113.jpg,0
color\yellow\yellow_114.jpg,0
color\yellow\yellow_115.jpg,0
color\yellow\yellow_116.jpg,0
color\yellow\yellow_117.jpg,0
color\yellow\yellow_118.jpg,0
color\yellow\yellow_119.jpg,0
color\yellow\yellow_12.jpg,0
color\yellow\yellow_120.jpg,0
color\yellow\yellow_121.jpg,0
color\yellow\yellow_122.jpg,0
color\yellow\yellow_123.jpg,0
color\yellow\yellow_124.jpg,0
color\yellow\yellow_125.jpg,0
color\yellow\yellow_126.jpg,0
color\yellow\yellow_127.jpg,0
color\yellow\yellow_128.jpg,0
color\yellow\yellow_129.jpg,0
color\yellow\yellow_13.jpg,0
color\yellow\yellow_130.jpg,0
color\yellow\yellow_131.jpg,0
color\yellow\yellow_132.jpg,0
color\yellow\yellow_133.jpg,0
color\yellow\yellow_134.jpg,0
color\yellow\yellow_135.jpg,0
color\yellow\yellow_136.jpg,0
color\yellow\yellow_137.jpg,0
color\yellow\yellow_138.jpg,0
color\yellow\yellow_139.jpg,0
color\yellow\yellow_14.jpg,0
color\yellow\yellow_140.jpg,0
color\yellow\yellow_141.jpg,0
color\yellow\yellow_142.jpg,0
color\yellow\yellow_143.jpg,0
color\yellow\yellow_144.jpg,0
color\yellow\yellow_145.jpg,0
color\yellow\yellow_146.jpg,0
color\yellow\yellow_147.jpg,0
color\yellow\yellow_148.jpg,0
color\yellow\yellow_149.jpg,0
color\yellow\yellow_15.jpg,0
color\yellow\yellow_150.jpg,0
color\yellow\yellow_151.jpg,0
color\yellow\yellow_152.jpg,0
color\yellow\yellow_153.jpg,0
color\yellow\yellow_154.jpg,0
color\yellow\yellow_155.jpg,0
color\yellow\yellow_156.jpg,0
color\yellow\yellow_157.jpg,0
color\yellow\yellow_158.jpg,0
color\yellow\yellow_159.jpg,0
color\yellow\yellow_16.jpg,0
color\yellow\yellow_160.jpg,0
color\yellow\yellow_161.jpg,0
color\yellow\yellow_162.jpg,0
color\yellow\yellow_163.jpg,0
color\yellow\yellow_164.jpg,0
color\yellow\yellow_165.jpg,0
color\yellow\yellow_166.jpg,0
color\yellow\yellow_167.jpg,0
color\yellow\yellow_168.jpg,0
color\yellow\yellow_169.jpg,0
color\yellow\yellow_17.jpg,0
color\yellow\yellow_170.jpg,0
color\yellow\yellow_171.jpg,0
color\yellow\yellow_172.jpg,0
color\yellow\yellow_173.jpg,0
color\yellow\yellow_174.jpg,0
color\yellow\yellow_175.jpg,0
color\yellow\yellow_176.jpg,0
color\yellow\yellow_177.jpg,0
color\yellow\yellow_178.jpg,0
color\yellow\yellow_179.jpg,0
color\yellow\yellow_18.jpg,0
color\yellow\yellow_180.jpg,0
color\yellow\yellow_181.jpg,0
color\yellow\yellow_182.jpg,0
color\yellow\yellow_183.jpg,0
color\yellow\yellow_184.jpg,0
color\yellow\yellow_185.jpg,0
color\yellow\yellow_186.jpg,0
color\yellow\yellow_187.jpg,0
color\yellow\yellow_188.jpg,0
color\yellow\yellow_189.jpg,0
color\yellow\yellow_19.jpg,0
color\yellow\yellow_190.jpg,0
color\yellow\yellow_191.jpg,0
color\yellow\yellow_192.jpg,0
color\yellow\yellow_193.jpg,0
color\yellow\yellow_194.jpg,0
color\yellow\yellow_195.jpg,0
color\yellow\yellow_196.jpg,0
color\yellow\yellow_197.jpg,0
color\yellow\yellow_198.jpg,0
color\yellow\yellow_199.jpg,0
color\yellow\yellow_2.jpg,0
color\yellow\yellow_20.jpg,0
color\yellow\yellow_200.jpg,0
color\yellow\yellow_201.jpg,0
color\yellow\yellow_202.jpg,0
color\yellow\yellow_203.jpg,0
color\yellow\yellow_204.jpg,0
color\yellow\yellow_205.jpg,0
color\yellow\yellow_206.jpg,0
color\yellow\yellow_207.jpg,0
color\yellow\yellow_208.jpg,0
color\yellow\yellow_209.jpg,0
color\yellow\yellow_21.jpg,0
color\yellow\yellow_210.jpg,0
color\yellow\yellow_211.jpg,0
color\yellow\yellow_212.jpg,0
color\yellow\yellow_213.jpg,0
color\yellow\yellow_214.jpg,0
color\yellow\yellow_215.jpg,0
color\yellow\yellow_216.jpg,0
color\yellow\yellow_217.jpg,0
color\yellow\yellow_218.jpg,0
color\yellow\yellow_219.jpg,0
color\yellow\yellow_22.jpg,0
color\yellow\yellow_220.jpg,0
color\yellow\yellow_221.jpg,0
color\yellow\yellow_222.jpg,0
color\yellow\yellow_223.jpg,0
color\yellow\yellow_224.jpg,0
color\yellow\yellow_225.jpg,0
color\yellow\yellow_226.jpg,0
color\yellow\yellow_227.jpg,0
color\yellow\yellow_228.jpg,0
color\yellow\yellow_229.jpg,0
color\yellow\yellow_23.jpg,0
color\yellow\yellow_230.jpg,0
color\yellow\yellow_231.jpg,0
color\yellow\yellow_232.jpg,0
color\yellow\yellow_233.jpg,0
color\yellow\yellow_234.jpg,0
color\yellow\yellow_235.jpg,0
color\yellow\yellow_236.jpg,0
color\yellow\yellow_237.jpg,0
color\yellow\yellow_238.jpg,0
color\yellow\yellow_239.jpg,0
color\yellow\yellow_24.jpg,0
color\yellow\yellow_240.jpg,0
color\yellow\yellow_241.jpg,0
color\yellow\yellow_242.jpg,0
color\yellow\yellow_243.jpg,0
color\yellow\yellow_244.jpg,0
color\yellow\yellow_245.jpg,0
color\yellow\yellow_246.jpg,0
color\yellow\yellow_247.jpg,0
color\yellow\yellow_248.jpg,0
color\yellow\yellow_249.jpg,0
color\yellow\yellow_25.jpg,0
color\yellow\yellow_250.jpg,0
color\yellow\yellow_251.jpg,0
color\yellow\yellow_252.jpg,0
color\yellow\yellow_253.jpg,0
color\yellow\yellow_254.jpg,0
color\yellow\yellow_255.jpg,0
color\yellow\yellow_256.jpg,0
color\yellow\yellow_257.jpg,0
color\yellow\yellow_258.jpg,0
color\yellow\yellow_259.jpg,0
color\yellow\yellow_26.jpg,0
color\yellow\yellow_260.jpg,0
color\yellow\yellow_261.jpg,0
color\yellow\yellow_262.jpg,0
color\yellow\yellow_263.jpg,0
color\yellow\yellow_264.jpg,0
color\yellow\yellow_265.jpg,0
color\yellow\yellow_266.jpg,0
color\yellow\yellow_267.jpg,0
color\yellow\yellow_268.jpg,0
color\yellow\yellow_269.jpg,0
color\yellow\yellow_27.jpg,0
color\yellow\yellow_270.jpg,0
color\yellow\yellow_271.jpg,0
color\yellow\yellow_272.jpg,0
color\yellow\yellow_273.jpg,0
color\yellow\yellow_274.jpg,0
color\yellow\yellow_275.jpg,0
color\yellow\yellow_276.jpg,0
color\yellow\yellow_277.jpg,0
color\yellow\yellow_278.jpg,0
color\yellow\yellow_279.jpg,0
color\yellow\yellow_28.jpg,0
color\yellow\yellow_280.jpg,0
color\yellow\yellow_281.jpg,0
color\yellow\yellow_282.jpg,0
color\yellow\yellow_283.jpg,0
color\yellow\yellow_284.jpg,0
color\yellow\yellow_285.jpg,0
color\yellow\yellow_286.jpg,0
color\yellow\yellow_287.jpg,0
color\yellow\yellow_288.jpg,0
color\yellow\yellow_289.jpg,0
color\yellow\yellow_29.jpg,0
color\yellow\yellow_290.jpg,0
color\yellow\yellow_291.jpg,0
color\yellow\yellow_292.jpg,0
color\yellow\yellow_293.jpg,0
color\yellow\yellow_294.jpg,0
color\yellow\yellow_295.jpg,0
color\yellow\yellow_296.jpg,0
color\yellow\yellow_297.jpg,0
color\yellow\yellow_298.jpg,0
color\yellow\yellow_299.jpg,0
color\yellow\yellow_3.jpg,0
color\yellow\yellow_30.jpg,0
color\yellow\yellow_300.jpg,0
color\yellow\yellow_301.jpg,0
color\yellow\yellow_302.jpg,0
color\yellow\yellow_303.jpg,0
color\yellow\yellow_304.jpg,0
color\yellow\yellow_305.jpg,0
color\yellow\yellow_306.jpg,0
color\yellow\yellow_307.jpg,0
color\yellow\yellow_308.jpg,0
color\yellow\yellow_309.jpg,0
color\yellow\yellow_31.jpg,0
color\yellow\yellow_310.jpg,0
color\yellow\yellow_311.jpg,0
color\yellow\yellow_312.jpg,0
color\yellow\yellow_313.jpg,0
color\yellow\yellow_314.jpg,0
color\yellow\yellow_315.jpg,0
color\yellow\yellow_316.jpg,0
color\yellow\yellow_317.jpg,0
color\yellow\yellow_318.jpg,0
color\yellow\yellow_319.jpg,0
color\yellow\yellow_32.jpg,0
color\yellow\yellow_320.jpg,0
color\yellow\yellow_321.jpg,0
color\yellow\yellow_322.jpg,0
color\yellow\yellow_323.jpg,0
color\yellow\yellow_324.jpg,0
color\yellow\yellow_325.jpg,0
color\yellow\yellow_326.jpg,0
color\yellow\yellow_327.jpg,0
color\yellow\yellow_328.jpg,0
color\yellow\yellow_329.jpg,0
color\yellow\yellow_33.jpg,0
color\yellow\yellow_330.jpg,0
color\yellow\yellow_331.jpg,0
color\yellow\yellow_332.jpg,0
color\yellow\yellow_333.jpg,0
color\yellow\yellow_334.jpg,0
color\yellow\yellow_335.jpg,0
color\yellow\yellow_336.jpg,0
color\yellow\yellow_337.jpg,0
color\yellow\yellow_338.jpg,0
color\yellow\yellow_34.jpg,0
color\yellow\yellow_35.jpg,0
color\yellow\yellow_36.jpg,0
color\yellow\yellow_37.jpg,0
color\yellow\yellow_38.jpg,0
color\yellow\yellow_39.jpg,0
color\yellow\yellow_4.jpg,0
color\yellow\yellow_40.jpg,0
color\yellow\yellow_41.jpg,0
color\yellow\yellow_42.jpg,0
color\yellow\yellow_43.jpg,0
color\yellow\yellow_44.jpg,0
color\yellow\yellow_45.jpg,0
color\yellow\yellow_46.jpg,0
color\yellow\yellow_47.jpg,0
color\yellow\yellow_48.jpg,0
color\yellow\yellow_49.jpg,0
color\yellow\yellow_5.jpg,0
color\yellow\yellow_50.jpg,0
color\yellow\yellow_51.jpg,0
color\yellow\yellow_52.jpg,0
color\yellow\yellow_53.jpg,0
color\yellow\yellow_54.jpg,0
color\yellow\yellow_55.jpg,0
color\yellow\yellow_56.jpg,0
color\yellow\yellow_57.jpg,0
color\yellow\yellow_58.jpg,0
color\yellow\yellow_59.jpg,0
color\yellow\yellow_6.jpg,0
color\yellow\yellow_60.jpg,0
color\yellow\yellow_61.jpg,0
color\yellow\yellow_62.jpg,0
color\yellow\yellow_63.jpg,0
color\yellow\yellow_64.jpg,0
color\yellow\yellow_65.jpg,0
color\yellow\yellow_66.jpg,0
color\yellow\yellow_67.jpg,0
color\yellow\yellow_68.jpg,0
color\yellow\yellow_69.jpg,0
color\yellow\yellow_7.jpg,0
color\yellow\yellow_70.jpg,0
color\yellow\yellow_71.jpg,0
color\yellow\yellow_72.jpg,0
color\yellow\yellow_73.jpg,0
color\yellow\yellow_74.jpg,0
color\yellow\yellow_75.jpg,0
color\yellow\yellow_76.jpg,0
color\yellow\yellow_77.jpg,0
color\yellow\yellow_78.jpg,0
color\yellow\yellow_79.jpg,0
color\yellow\yellow_8.jpg,0
color\yellow\yellow_80.jpg,0
color\yellow\yellow_81.jpg,0
color\yellow\yellow_82.jpg,0
color\yellow\yellow_83.jpg,0
color\yellow\yellow_84.jpg,0
color\yellow\yellow_85.jpg,0
color\yellow\yellow_86.jpg,0
color\yellow\yellow_87.jpg,0
color\yellow\yellow_88.jpg,0
color\yellow\yellow_89.jpg,0
color\yellow\yellow_9.jpg,0
color\yellow\yellow_90.jpg,0
color\yellow\yellow_91.jpg,0
color\yellow\yellow_92.jpg,0
color\yellow\yellow_93.jpg,0
color\yellow\yellow_94.jpg,0
color\yellow\yellow_95.jpg,0
color\yellow\yellow_96.jpg,0
color\yellow\yellow_97.jpg,0
color\yellow\yellow_98.jpg,0
color\yellow\yellow_99.jpg,0
color\blue\blue_0.jpg,1
color\blue\blue_1.jpg,1
color\blue\blue_10.jpg,1
color\blue\blue_100.jpg,1
color\blue\blue_101.jpg,1
color\blue\blue_102.jpg,1
color\blue\blue_103.jpg,1
color\blue\blue_104.jpg,1
color\blue\blue_105.jpg,1
color\blue\blue_106.jpg,1
color\blue\blue_107.jpg,1
color\blue\blue_108.jpg,1
color\blue\blue_109.jpg,1
color\blue\blue_11.jpg,1
color\blue\blue_110.jpg,1
color\blue\blue_111.jpg,1
color\blue\blue_112.jpg,1
color\blue\blue_113.jpg,1
color\blue\blue_114.jpg,1
color\blue\blue_115.jpg,1
color\blue\blue_116.jpg,1
color\blue\blue_117.jpg,1
color\blue\blue_118.jpg,1
color\blue\blue_119.jpg,1
color\blue\blue_12.jpg,1
color\blue\blue_120.jpg,1
color\blue\blue_121.jpg,1
color\blue\blue_122.jpg,1
color\blue\blue_123.jpg,1
color\blue\blue_124.jpg,1
color\blue\blue_125.jpg,1
color\blue\blue_126.jpg,1
color\blue\blue_127.jpg,1
color\blue\blue_128.jpg,1
color\blue\blue_129.jpg,1
color\blue\blue_13.jpg,1
color\blue\blue_130.jpg,1
color\blue\blue_131.jpg,1
color\blue\blue_132.jpg,1
color\blue\blue_133.jpg,1
color\blue\blue_134.jpg,1
color\blue\blue_135.jpg,1
color\blue\blue_136.jpg,1
color\blue\blue_137.jpg,1
color\blue\blue_138.jpg,1
color\blue\blue_139.jpg,1
color\blue\blue_14.jpg,1
color\blue\blue_140.jpg,1
color\blue\blue_141.jpg,1
color\blue\blue_142.jpg,1
color\blue\blue_143.jpg,1
color\blue\blue_144.jpg,1
color\blue\blue_145.jpg,1
color\blue\blue_146.jpg,1
color\blue\blue_147.jpg,1
color\blue\blue_148.jpg,1
color\blue\blue_149.jpg,1
color\blue\blue_15.jpg,1
color\blue\blue_150.jpg,1
color\blue\blue_151.jpg,1
color\blue\blue_152.jpg,1
color\blue\blue_153.jpg,1
color\blue\blue_154.jpg,1
color\blue\blue_155.jpg,1
color\blue\blue_156.jpg,1
color\blue\blue_157.jpg,1
color\blue\blue_158.jpg,1
color\blue\blue_159.jpg,1
color\blue\blue_16.jpg,1
color\blue\blue_160.jpg,1
color\blue\blue_161.jpg,1
color\blue\blue_162.jpg,1
color\blue\blue_163.jpg,1
color\blue\blue_164.jpg,1
color\blue\blue_165.jpg,1
color\blue\blue_166.jpg,1
color\blue\blue_167.jpg,1
color\blue\blue_168.jpg,1
color\blue\blue_169.jpg,1
color\blue\blue_17.jpg,1
color\blue\blue_170.jpg,1
color\blue\blue_171.jpg,1
color\blue\blue_172.jpg,1
color\blue\blue_173.jpg,1
color\blue\blue_174.jpg,1
color\blue\blue_175.jpg,1
color\blue\blue_176.jpg,1
color\blue\blue_177.jpg,1
color\blue\blue_178.jpg,1
color\blue\blue_179.jpg,1
color\blue\blue_18.jpg,1
color\blue\blue_180.jpg,1
color\blue\blue_181.jpg,1
color\blue\blue_182.jpg,1
color\blue\blue_183.jpg,1
color\blue\blue_184.jpg,1
color\blue\blue_185.jpg,1
color\blue\blue_186.jpg,1
color\blue\blue_187.jpg,1
color\blue\blue_188.jpg,1
color\blue\blue_189.jpg,1
color\blue\blue_19.jpg,1
color\blue\blue_190.jpg,1
color\blue\blue_191.jpg,1
color\blue\blue_192.jpg,1
color\blue\blue_193.jpg,1
color\blue\blue_194.jpg,1
color\blue\blue_195.jpg,1
color\blue\blue_196.jpg,1
color\blue\blue_197.jpg,1
color\blue\blue_198.jpg,1
